id_encuestado,edad,region,zona,medio_informacion,interes_politica,confianza_instituciones,ingreso_hogar,participacion_anterior
100024,48,Metropolitana,Rural,Televisión,5,66,1050000,No
103497,52,Biobío,Urbana,Televisión,7,51,1120000,No
101092,63,Metropolitana,Urbana,Redes sociales,8,53,820000,No
101882,25,Metropolitana,Rural,Televisión,1,32,770000,Sí
102987,50,Metropolitana,Urbana,Redes sociales,2,50,480000,Sí
101460,59,Maule,Urbana,Redes sociales,6,78,1920000,Sí
101544,65,Valparaíso,Rural,Televisión,8,31,740000,Sí
102724,61,Metropolitana,Urbana,Prensa digital,9,48,320000,Sí
102904,74,Biobío,Urbana,Redes sociales,9,75,1330000,No
104120,66,Valparaíso,Urbana,Redes sociales,5,27,280000,Sí
100565,,Metropolitana,Rural,Redes sociales,5,44,410000,Sí
104309,67,Metropolitana,Urbana,Redes sociales,6,63,410000,Sí
103297,28,Metropolitana,Urbana,Televisión,8,46,470000,Sí
101978,37, Biobío ,Urbana,Prensa digital,1,27,1450000,No
100882,37,Metropolitana,Urbana,Prensa digital,10,54,920000,Sí
100879,48,Metropolitana,Rural,Redes sociales,1,52,1390000,Sí
100612,55,Biobío,Rural,Televisión,6,39,750000,Sí
104796,18,Metropolitana,Rural,Prensa digital,3,28,510000,No
100960,62,Metropolitana,Urbana,Redes sociales,2,42,800000,Sí
104520,43,Metropolitana,Rural,Prensa digital,3,33,280000,Sí
101322,54,Metropolitana,Urbana,Redes sociales,2,45,310000,No
100197,35,O'Higgins,Urbana,Redes sociales,1,54,330000,Sí
102429,59,Maule,Rural,Redes sociales,9,36,990000,No
100143,33,Metropolitana,Urbana,Redes sociales,8,7,1130000,No
103421,35,Metropolitana,Urbana,Redes sociales,1,63,1120000,Sí
103914,24,Valparaíso,Urbana,Radio,8,99,700000,No
103795,27,metropolitana,Urbana,Prensa digital,8,42,740000,No
103369,56,Valparaíso,Urbana,Prensa digital,5,51,1020000,No
102893,50,Metropolitana,Urbana,Radio,4,27,650000,Sí
104299,38,Valparaíso,Urbana,Radio,8,45,880000,Sí
103356,36,Biobío,Urbana,Redes sociales,3,21,1020000,No
103876,49,Biobío,Urbana,Redes sociales,1,39,530000,Sí
100724,61,Metropolitana,Urbana,Redes sociales,9,61,1820000,Sí
104592,60,Coquimbo,Urbana,Radio,1,28,670000,Sí
101477,,Biobío,Urbana,Redes sociales,10,39,1180000,Sí
103925,43,Metropolitana,Urbana,Radio,10,51,480000,No
100512,29,Metropolitana,Urbana,Redes sociales,2,71,990000,No
101318,32,Valparaíso,Urbana,Redes sociales,3,48,350000,No
104879,,Valparaíso,Urbana,Redes sociales,3,37,1770000,Sí
103399,38,Metropolitana,Urbana,Radio,8,61,580000,Sí
100838,,Metropolitana,Urbana,Televisión,7,28,780000,No
102697,70,Valparaíso,Urbana,Redes sociales,4,37,280000,Sí
100187,32,Valparaíso,Urbana,Redes sociales,6,44,1410000,No
101258,51,Metropolitana,Urbana,Redes sociales,1,30,890000,Sí
104876,30,Valparaíso,Urbana,Televisión,5,60,410000,No
104365,64,Biobío,Urbana,Redes sociales,6,28,280000,Sí
104398,18,Valparaíso,Urbana,Redes sociales,2,52,770000,Sí
103886,30,COQUIMBO,Rural,Redes sociales,10,86,990000,No
100656,70,Metropolitana,Urbana,Prensa digital,4,33,580000,Sí
103431,18,Biobío,Urbana,Prensa digital,10,42,300000,No
100085,41,Metropolitana,Rural,Televisión,5,61,350000,No
104577,39,Coquimbo,Rural,Televisión,6,31,1840000,Sí
104789,42,Metropolitana,Rural,Redes sociales,1,38,320000,Sí
101473,60,Coquimbo,Urbana,Televisión,9,25,280000,Sí
100456,55,metropolitana,Urbana,Televisión,3,51,510000,Sí
100717,68,O'Higgins,Urbana,Radio,7,51,520000,Sí
104378,45,Metropolitana,Urbana,Televisión,9,46,630000,Sí
104748,66,Valparaíso,Urbana,Televisión,1,50,1180000,No
100073,36,Coquimbo,Urbana,Radio,6,67,1770000,No
101269,27,Valparaíso,Urbana,Radio,5,30,570000,No
104639,49,Metropolitana,Urbana,Redes sociales,8,43,980000,Sí
103133,49,Biobío,Urbana,Prensa digital,1,32,760000,Sí
101725,36,Valparaíso,Urbana,Redes sociales,3,43,550000,Sí
103098,74,Metropolitana,Urbana,Redes sociales,1,64,1290000,Sí
104657,32,O'Higgins,Urbana,Televisión,7,23,1030000,Sí
103113,47,Maule,Urbana,Redes sociales,8,53,360000,Sí
100605,26,Coquimbo,Urbana,Prensa digital,8,21,760000,No
103695,42,O'Higgins,Urbana,Prensa digital,9,75,760000,No
102556,36,Maule,Urbana,Prensa digital,4,67,990000,No
101067,35,Metropolitana,Rural,Televisión,5,62,410000,Sí
102495,42,Metropolitana,Urbana,Prensa digital,7,54,470000,Sí
103406,33,Metropolitana,Urbana,Redes sociales,6,40,720000,Sí
102394,57,Metropolitana,Urbana,Televisión,6,69,340000,Sí
103654,59,Valparaíso,Rural,Prensa digital,9,34,1920000,Sí
101517,,Coquimbo,Urbana,Prensa digital,9,47,1860000,Sí
104588,50,Biobío,Rural,Redes sociales,3,43,1140000,Sí
104221,37,Metropolitana,Urbana,Redes sociales,3,68,340000,Sí
102365,29,Biobío,Urbana,Prensa digital,2,57,960000,Sí
103990,31,Coquimbo,Urbana,Redes sociales,10,37,1870000,No
103987,36,Valparaíso,Urbana,Redes sociales,3,22,750000,Sí
104916,32,Valparaíso,Urbana,Televisión,8,83,510000,Sí
104726,52,Valparaíso,Urbana,Televisión,4,35,410000,Sí
102051,41,Coquimbo,Urbana,Redes sociales,3,31,570000,No
102205,38,O'Higgins,Urbana,Prensa digital,4,52,1150000,Sí
103339,58,Metropolitana,Urbana,Redes sociales,3,74,280000,Sí
103970,33,Metropolitana,Urbana,Prensa digital,8,55,1150000,No
103451,,Maule,Rural,Redes sociales,1,60,630000,No
104255,56,O'Higgins,Urbana,Redes sociales,3,59,670000,Sí
100342,43,Valparaíso,Urbana,Redes sociales,1,53,940000,Sí
101065,40,Coquimbo,Rural,Redes sociales,5,28,1910000,Sí
100384,51,Biobío,Urbana,Prensa digital,9,50,350000,Sí
100312,34,Metropolitana,Urbana,Prensa digital,9,25,470000,No
101958,30,Metropolitana,Urbana,Redes sociales,5,70,710000,Sí
100064,34,O'Higgins,Urbana,Prensa digital,2,12,650000,Sí
102244,38,Metropolitana,Urbana,Radio,5,53,550000,Sí
101455,58,O'Higgins,Urbana,Redes sociales,9,47,320000,Sí
100298,29,Coquimbo,Urbana,Prensa digital,2,55,1170000,No
104237,67,Metropolitana,Urbana,Redes sociales,7,47,620000,Sí
101575,23,Metropolitana,Urbana,Prensa digital,9,70,840000,Sí
102076,39,Maule,Urbana,Redes sociales,8,42,1340000,Sí
101122,44,O'Higgins,Urbana,Redes sociales,3,45,760000,Sí
101033,29,Valparaíso,Urbana,Prensa digital,4,0,1290000,No
100687,27,Metropolitana,Rural,Redes sociales,9,77,580000,Sí
103742,41,Valparaíso,Urbana,Redes sociales,10,6,1520000,No
100938,68,Maule,Urbana,Televisión,1,26,850000,Sí
103949,,Metropolitana,Urbana,Redes sociales,4,69,750000,Sí
102600,18,Metropolitana,Urbana,Prensa digital,9,15,1480000,Sí
104519,69,Metropolitana,Urbana,Redes sociales,8,32,1590000,Sí
103996,27,Biobío,Urbana,Televisión,10,57,470000,Sí
101991,36,O'Higgins,Rural,Prensa digital,8,58,880000,Sí
103598,36,Metropolitana,Urbana,Redes sociales,2,24,380000,Sí
104368,31,Metropolitana,Urbana,Prensa digital,1,79,1210000,Sí
103926,34,Metropolitana,Urbana,Televisión,3,23,490000,No
100357,38,Metropolitana,Rural,Prensa digital,3,39,1200000,Sí
103915,,O'Higgins,Rural,Redes sociales,9,41,500000,Sí
102045,46,Valparaíso,Urbana,Televisión,7,25,620000,Sí
103274,31,maule,Urbana,Redes sociales,10,73,400000,Sí
100471,61,Metropolitana,Urbana,Televisión,1,61,1230000,No
100964,32,Metropolitana,Urbana,Televisión,8,38,1340000,Sí
103237,43,Metropolitana,Rural,Televisión,6,54,490000,No
102584,49,Valparaíso,Urbana,Redes sociales,7,17,1750000,Sí
101399,18,Metropolitana,Rural,Radio,5,27,330000,Sí
103287,,O'Higgins,Urbana,Televisión,5,63,1180000,No
104841,,O'Higgins,Urbana,Televisión,6,60,350000,Sí
102010,40,Valparaíso,Urbana,Prensa digital,2,56,690000,No
102487,64,Metropolitana,Urbana,Redes sociales,9,77,710000,Sí
101087,55,Metropolitana,Urbana,Redes sociales,7,36,1050000,Sí
104180,42,O'Higgins,Urbana,Prensa digital,7,84,940000,Sí
102593,70,Biobío,Urbana,Redes sociales,3,43,810000,No
100660,61,Metropolitana,Urbana,Redes sociales,4,53,1100000,Sí
103398,,Metropolitana,Rural,Prensa digital,8,24,910000,Sí
104043,69,Maule,Urbana,Redes sociales,3,57,800000,No
101424,62,Valparaíso,Urbana,Televisión,5,33,400000,Sí
102176,37,Coquimbo,Urbana,Televisión,2,34,280000,No
100424,43,O'Higgins,Rural,Redes sociales,7,51,940000,Sí
102389,64,Coquimbo,Urbana,Redes sociales,5,62,720000,Sí
101601,41,Metropolitana,Rural,Redes sociales,1,52,320000,Sí
102472,82,Metropolitana,Rural,Redes sociales,9,43,1100000,Sí
101550,61,Metropolitana,Rural,Redes sociales,7,60,1790000,No
100794,66,O'Higgins,Rural,Radio,6,54,630000,No
102548,51,Metropolitana,Rural,Radio,8,53,280000,Sí
102839,50,Metropolitana,Urbana,Radio,2,18,1130000,Sí
103360,35,O'Higgins,Urbana,Prensa digital,3,6,280000,Sí
101153,39,Metropolitana,Urbana,Televisión,6,0,280000,Sí
100023,,Coquimbo,Urbana,Televisión,9,79,800000,Sí
101681,60,Biobío,Urbana,Televisión,5,45,460000,Sí
104703,46,Metropolitana,Urbana,Prensa digital,8,36,990000,No
103141,57,Metropolitana,Urbana,Televisión,8,35,820000,Sí
103936,70,O'Higgins,Urbana,Televisión,8,28,820000,Sí
100637,,Biobío,Urbana,Redes sociales,8,59,1770000,Sí
100582,51,Metropolitana,Urbana,Redes sociales,6,68,460000,Sí
101123,47,O'Higgins,Urbana,Radio,6,3,1150000,Sí
101564,58,Metropolitana,Urbana,Televisión,6,38,860000,Sí
100196,32,Metropolitana,Urbana,Redes sociales,3,38,470000,Sí
102635,72,Metropolitana,Urbana,Televisión,8,16,990000,No
101936,23,Biobío,Rural,Redes sociales,6,57,1410000,Sí
101933,48,Metropolitana,Urbana,Televisión,10,53,1490000,Sí
102180,29,Metropolitana,Rural,Redes sociales,6,60,580000,No
100441,62,Metropolitana,Rural,Redes sociales,9,38,2170000,Sí
103501,36,O'Higgins,Urbana,Televisión,7,40,1560000,Sí
103395,29,Metropolitana,Urbana,Redes sociales,9,49,720000,Sí
100672,53,O'Higgins,Urbana,Televisión,4,45,1010000,Sí
100755,39,Metropolitana,Urbana,Prensa digital,1,56,600000,Sí
100076,62,Coquimbo,Urbana,Prensa digital,9,42,690000,Sí
104683,,Valparaíso,Urbana,Redes sociales,3,57,910000,Sí
104586,31,Valparaíso,Urbana,Radio,10,62,2430000,Sí
103440,48,Metropolitana,Rural,Redes sociales,1,41,1670000,Sí
102917,51,Valparaíso,Urbana,Prensa digital,2,58,300000,Sí
100395,70,Valparaíso,Urbana,Redes sociales,7,67,420000,Sí
101947,65,Coquimbo,Rural,Redes sociales,10,52,390000,Sí
103583,43,Valparaíso,Rural,Televisión,8,82,500000,Sí
103988,59,Metropolitana,Urbana,Televisión,2,71,760000,Sí
104412,34,Biobío,Urbana,Prensa digital,7,35,930000,No
100223,49,Metropolitana,Urbana,Radio,10,54,480000,Sí
100690,52,Metropolitana,Urbana,Radio,2,70,340000,Sí
104362,53,O'Higgins,Urbana,Televisión,6,27,360000,No
101360,65,Coquimbo,Urbana,Radio,7,47,770000,Sí
104037,79,Metropolitana,Rural,Radio,7,29,1290000,No
102554,18,Valparaíso,Urbana,Redes sociales,5,48,520000,Sí
100825,29,Metropolitana,Rural,Redes sociales,6,30,780000,Sí
100580,63,Valparaíso,Urbana,Redes sociales,7,29,460000,No
100034,,Valparaíso,Urbana,Prensa digital,4,52,720000,Sí
103043,63,Metropolitana,Urbana,Redes sociales,3,40,1430000,Sí
102370,45,Metropolitana,Urbana,Redes sociales,10,33,360000,Sí
104589,71,Metropolitana,Urbana,Televisión,5,17,1010000,No
100213,27,Metropolitana,Urbana,Prensa digital,9,44,1420000,Sí
103796,59,Metropolitana,Urbana,Redes sociales,9,79,510000,Sí
102488,49,Metropolitana,Rural,Prensa digital,4,38,1930000,Sí
104082,84,Biobío,Urbana,Televisión,9,87,1060000,Sí
102667,50,Metropolitana,Urbana,Prensa digital,4,54,330000,Sí
102690,58,Metropolitana,Rural,Televisión,5,11,890000,Sí
100880,35,Maule,Rural,Redes sociales,10,29,530000,Sí
103210,,O'Higgins,Urbana,Prensa digital,5,68,430000,Sí
101240,50,Coquimbo,Urbana,Televisión,1,30,370000,Sí
100803,25,Coquimbo,Urbana,Redes sociales,6,35,570000,No
102454,50,Coquimbo,Urbana,Televisión,2,46,590000,No
100188,28,Valparaíso,Urbana,Redes sociales,1,53,360000,No
104150,72,O'Higgins,Urbana,Prensa digital,3,46,1170000,Sí
101739,38,Coquimbo,Urbana,Prensa digital,6,53,640000,Sí
100338,69,Metropolitana,Rural,Televisión,10,35,350000,Sí
100752,65,O'Higgins,Urbana,Televisión,4,62,1050000,Sí
103178,36,O'Higgins,Rural,Redes sociales,3,66,610000,Sí
103858,66,Metropolitana,Urbana,Prensa digital,10,41,400000,Sí
100918,53,Metropolitana,Urbana,Redes sociales,8,39,1170000,Sí
104173,53,Coquimbo,Urbana,Redes sociales,6,27,630000,Sí
104036,57,Valparaíso,Urbana,Prensa digital,1,64,1770000,Sí
104658,,Metropolitana,Urbana,Redes sociales,4,42,330000,Sí
101925,51,metropolitana,Urbana,Televisión,8,30,1220000,Sí
102553,42,Metropolitana,Urbana,Radio,8,42,750000,Sí
102184,25,Valparaíso,Urbana,Redes sociales,4,52,870000,No
102424,,O'Higgins,Urbana,Televisión,8,48,1880000,Sí
103299,22,Valparaíso,Rural,Radio,1,45,1270000,Sí
103904,46,O'Higgins,Urbana,Radio,10,27,450000,No
103592,65,Valparaíso,Rural,Redes sociales,8,71,1610000,Sí
101784,,Biobío,Rural,Redes sociales,5,21,500000,Sí
101172,69,Metropolitana,Urbana,Prensa digital,6,47,550000,Sí
104070,71,O'Higgins,Rural,Radio,5,70,920000,No
102299,64,Coquimbo,Urbana,Prensa digital,4,43,720000,Sí
101526,,O'Higgins,Rural,Televisión,5,26,2300000,Sí
101839,60,Coquimbo,Rural,Televisión,10,13,1220000,Sí
104462,53,Metropolitana,Urbana,Televisión,3,28,2120000,Sí
101055,70,Metropolitana,Rural,Radio,2,56,2820000,Sí
100799,30,Maule,Urbana,Prensa digital,5,45,1370000,Sí
103766,83,Metropolitana,Urbana,Redes sociales,4,57,1740000,Sí
103100,,Metropolitana,Urbana,Redes sociales,10,40,780000,No
101010,55,Metropolitana,Urbana,Redes sociales,6,41,1230000,No
103976,33,O'Higgins,Urbana,Radio,6,53,490000,No
100560,26,Metropolitana,Rural,Redes sociales,7,56,2030000,No
101722,50,Valparaíso,Urbana,Prensa digital,6,15,510000,Sí
102646,34,Biobío,Urbana,Redes sociales,1,45,330000,No
100691,45,Biobío,Rural,Radio,8,54,840000,Sí
101133,22,Coquimbo,Urbana,Redes sociales,4,71,780000,Sí
102758,72,Metropolitana,Rural,Redes sociales,5,48,1630000,Sí
102126,22,Metropolitana,Urbana,Redes sociales,10,50,540000,Sí
102364,42,Metropolitana,Urbana,Redes sociales,1,75,330000,Sí
102497,27,Metropolitana,Urbana,Redes sociales,2,35,580000,Sí
104562,32,Valparaíso,Urbana,Televisión,5,60,580000,No
104537,33,Valparaíso,Urbana,Televisión,8,67,870000,Sí
101796,50,Maule,Urbana,Televisión,4,45,420000,Sí
104212,59,Metropolitana,Urbana,Redes sociales,8,50,2160000,Sí
103552,61,Metropolitana,Rural,Prensa digital,2,46,590000,Sí
100746,35,Valparaíso,Urbana,Prensa digital,5,53,790000,Sí
101003,54,O'Higgins,Rural,Redes sociales,2,72,760000,Sí
100369,68,Metropolitana,Urbana,Prensa digital,5,43,1500000,Sí
103233,47,Metropolitana,Rural,Radio,2,27,730000,Sí
100436,47,Valparaíso,Urbana,Radio,2,23,1040000,Sí
102251,69,O'Higgins,Rural,Televisión,7,71,540000,Sí
101878,41,Metropolitana,Rural,Radio,3,34,590000,Sí
102351,48,Coquimbo,Urbana,Redes sociales,9,7,2030000,Sí
102710,58,Metropolitana,Urbana,Radio,3,83,1320000,Sí
103733,55,O'Higgins,Rural,Prensa digital,5,38,640000,Sí
100287,65,Metropolitana,Urbana,Prensa digital,3,75,360000,Sí
100075,53,Metropolitana,Urbana,Prensa digital,8,61,660000,Sí
103747,61,Metropolitana,Urbana,Televisión,6,60,310000,Sí
100318,72,Metropolitana,Urbana,Redes sociales,6,22,280000,Sí
102830,63,Valparaíso,Urbana,Prensa digital,3,84,1530000,Sí
103108,38,Metropolitana,Urbana,Redes sociales,10,41,480000,No
103413,,Biobío,Rural,Televisión,4,60,1560000,Sí
103435,62,Metropolitana,Urbana,Televisión,8,64,730000,No
102117,,Metropolitana,Urbana,Televisión,8,32,680000,Sí
103123,,O'Higgins,Urbana,Televisión,7,11,1370000,Sí
100579,60,O'Higgins,Urbana,Televisión,7,31,1030000,Sí
103551,48,Biobío,Urbana,Televisión,9,56,820000,Sí
103134,25,Metropolitana,Urbana,Redes sociales,7,29,3270000,No
103054,56,O'Higgins,Urbana,Prensa digital,9,83,910000,Sí
102447,32,Metropolitana,Urbana,Radio,5,36,520000,No
104835,,Metropolitana,Urbana,Radio,3,62,990000,No
102833,28,Metropolitana,Urbana,Televisión,1,67,730000,Sí
100875,57,Biobío,Urbana,Televisión,8,27,570000,Sí
104091,29,Maule,Urbana,Redes sociales,6,40,1280000,Sí
100003,31,Maule,Urbana,Radio,7,39,590000,No
104809,29,Valparaíso,Urbana,Redes sociales,7,30,1680000,Sí
102856,62,Maule,Urbana,Prensa digital,10,39,1550000,Sí
100367,52,Valparaíso,Urbana,Radio,4,46,1140000,No
103753,29,Biobío,Urbana,Televisión,6,70,1230000,Sí
104798,42,Metropolitana,Urbana,Redes sociales,7,44,480000,No
100682,20,Metropolitana,Rural,Televisión,2,17,2220000,No
102171,,O'Higgins,Urbana,Redes sociales,1,58,470000,No
103149,63,Biobío,Urbana,Prensa digital,7,75,490000,Sí
101675,52,Coquimbo,Urbana,Redes sociales,3,46,610000,Sí
102098,53,Valparaíso,Urbana,Prensa digital,7,44,950000,No
103693,77,Metropolitana,Urbana,Televisión,10,46,590000,Sí
101963,21,Valparaíso,Urbana,Prensa digital,1,34,1230000,Sí
103923,55,Maule,Urbana,Televisión,7,29,1190000,Sí
103843,27,Metropolitana,Rural,Radio,10,28,820000,No
102092,58,Valparaíso,Rural,Redes sociales,5,35,2980000,No
102854,69,Maule,Urbana,Televisión,7,21,280000,Sí
101061,34,Valparaíso,Urbana,Prensa digital,10,55,970000,Sí
102417,30,Metropolitana,Rural,Prensa digital,3,89,740000,Sí
102270,35,Coquimbo,Rural,Prensa digital,10,83,2740000,Sí
101365,51,Metropolitana,Urbana,Televisión,9,49,530000,Sí
101277,69,Valparaíso,Urbana,Redes sociales,6,40,530000,Sí
103160,37,Metropolitana,Urbana,Televisión,5,84,1510000,Sí
100649,43,Metropolitana,Urbana,Televisión,9,40,600000,Sí
102066,49,Biobío,Urbana,Redes sociales,2,41,1760000,Sí
101199,35,Biobío,Urbana,Prensa digital,9,16,1180000,Sí
102797,53,Valparaíso,Rural,Radio,6,91,480000,Sí
101210,59,Metropolitana,Rural,Televisión,4,35,2100000,Sí
104623,50,Biobío,Urbana,Televisión,6,45,1320000,Sí
100874,37,Metropolitana,Urbana,Redes sociales,4,40,500000,Sí
101444,52,Metropolitana,Urbana,Televisión,6,43,360000,Sí
102763,28,Biobío,Urbana,Televisión,4,48,660000,No
104416,66,Maule,Urbana,Televisión,9,25,630000,No
102437,38,Biobío,Urbana,Redes sociales,9,58,390000,Sí
101744,54,Maule,Rural,Redes sociales,3,39,1020000,No
103714,44,Metropolitana,Rural,Redes sociales,3,78,1140000,Sí
102507,70,Metropolitana,Urbana,Televisión,6,56,490000,Sí
104781,32,Maule,Rural,Prensa digital,4,50,530000,No
104191,,Valparaíso,Rural,Redes sociales,5,25,1640000,Sí
103569,47,O'Higgins,Urbana,Televisión,10,33,760000,Sí
104741,28,Metropolitana,Urbana,Televisión,4,73,400000,Sí
100031,43,Biobío,Rural,Prensa digital,3,70,700000,Sí
104230,46,Valparaíso,Urbana,Redes sociales,10,37,560000,Sí
102803,34,Metropolitana,Urbana,Prensa digital,10,79,590000,No
103852,47,O'Higgins,Urbana,Prensa digital,4,39,590000,Sí
101230,42,Metropolitana,Rural,Radio,10,31,860000,No
104814,,Metropolitana,Urbana,Prensa digital,10,3,780000,Sí
102137,50,Metropolitana,Urbana,Redes sociales,2,31,1100000,Sí
104283,73,Maule,Urbana,Redes sociales,10,53,870000,Sí
102665,68,Maule,Urbana,Prensa digital,8,31,780000,Sí
103234,29,O'Higgins,Urbana,Redes sociales,2,46,1590000,No
102831,46,Metropolitana,Urbana,Redes sociales,9,25,1420000,Sí
100492,58,Metropolitana,Urbana,Redes sociales,5,41,620000,Sí
102328,23,Metropolitana,Urbana,Redes sociales,10,59,610000,Sí
101964,47,Metropolitana,Urbana,Prensa digital,3,14,750000,Sí
101718,27,Metropolitana,Rural,Redes sociales,5,68,360000,Sí
103783,35,Valparaíso,Rural,Televisión,6,45,1030000,Sí
100886,61,Biobío,Urbana,Prensa digital,3,62,360000,Sí
104032,34,Coquimbo,Urbana,Redes sociales,9,57,430000,Sí
102940,56,Biobío,Urbana,Radio,5,14,600000,Sí
103553,52,Biobío,Rural,Radio,1,57,340000,No
101960,73,Valparaíso,Urbana,Prensa digital,7,67,460000,Sí
104263,27,Metropolitana,Urbana,Prensa digital,3,69,330000,No
102057,51,Metropolitana,Urbana,Prensa digital,9,55,580000,Sí
101213,38,O'Higgins,Urbana,Redes sociales,9,35,320000,Sí
102201,26,Coquimbo,Rural,Redes sociales,10,32,620000,Sí
101254,40,Biobío,Rural,Redes sociales,9,96,750000,Sí
100618,56,Metropolitana,Urbana,Redes sociales,6,48,280000,Sí
104051,57,Metropolitana,Urbana,Redes sociales,4,47,540000,Sí
103658,57,Coquimbo,Rural,Televisión,5,25,460000,Sí
100200,,Valparaíso,Urbana,Televisión,10,48,600000,Sí
102706,43,Biobío,Urbana,Redes sociales,9,28,1360000,Sí
100148,30,Metropolitana,Urbana,Redes sociales,2,27,1000000,Sí
103396,42,Coquimbo,Urbana,Redes sociales,2,46,510000,No
102805,47,Valparaíso,Urbana,Prensa digital,6,41,440000,Sí
104553,59,Valparaíso,Urbana,Redes sociales,6,47,1210000,No
104674,43,Maule,Rural,Redes sociales,7,3,950000,Sí
102654,69,Metropolitana,Urbana,Televisión,10,18,530000,Sí
103972,58,Metropolitana,Urbana,Televisión,4,9,1050000,No
