edad,ingreso_mensual,confianza_mercado,apoyo_redistribucion,valoracion_orden_publico,preferencia_politica
43,460000,6,5,5,Derecha
42,5310000,6,5,9,Derecha
28,1180000,4,5,6,Centro
36,1930000,3,7,6,Centro
29,1460000,3,7,5,Izquierda
63,3300000,5,6,3,Centro
85,1060000,6,10,7,Centro
45,410000,4,5,4,Izquierda
41,730000,5,4,7,Centro
58,860000,6,5,8,Centro
23,1220000,5,4,3,Centro
39,1980000,5,9,3,Izquierda
24,940000,6,3,3,Centro
41,990000,6,5,1,Izquierda
30,4490000,3,7,5,Centro
42,520000,7,7,6,Derecha
54,940000,5,9,5,Izquierda
31,840000,7,7,7,Centro
34,370000,7,5,5,Centro
34,1610000,10,7,8,Derecha
50,450000,6,2,9,Derecha
40,690000,5,3,6,Centro
28,910000,4,6,6,Izquierda
53,770000,7,5,7,Derecha
60,510000,6,4,7,Derecha
47,1340000,7,6,4,Izquierda
36,730000,6,6,3,Derecha
55,1210000,2,6,1,Izquierda
48,1520000,7,9,7,Centro
40,2120000,7,5,5,Centro
42,1620000,5,6,6,Derecha
63,490000,3,7,5,Izquierda
48,5500000,7,5,5,Derecha
76,950000,4,7,3,Izquierda
62,1080000,8,2,6,Derecha
85,1900000,5,7,4,Centro
25,930000,6,2,7,Derecha
46,560000,10,5,8,Derecha
51,1170000,6,5,3,Centro
30,740000,8,1,8,Derecha
29,1720000,5,8,3,Izquierda
27,1180000,7,5,4,Centro
57,4330000,7,2,5,Derecha
19,1180000,3,4,6,Centro
28,870000,7,5,3,Centro
47,660000,6,2,8,Derecha
59,1060000,6,4,5,Derecha
49,1300000,6,3,5,Izquierda
50,410000,6,7,5,Centro
51,1610000,7,7,6,Derecha
29,4010000,5,4,3,Centro
52,1450000,7,5,7,Centro
44,850000,2,7,2,Izquierda
21,710000,5,4,5,Centro
65,3790000,6,6,6,Centro
37,550000,5,6,2,Izquierda
18,880000,4,6,7,Centro
30,1020000,8,6,9,Derecha
40,1400000,3,7,4,Centro
24,670000,5,4,5,Derecha
50,1200000,6,7,8,Derecha
80,350000,7,5,7,Derecha
55,350000,8,5,2,Izquierda
39,410000,5,6,8,Centro
48,570000,4,6,1,Izquierda
35,2790000,5,10,7,Izquierda
23,3070000,4,7,3,Izquierda
53,780000,5,8,8,Centro
53,550000,4,6,4,Izquierda
52,670000,7,9,7,Centro
68,990000,7,7,9,Centro
57,690000,8,6,5,Centro
18,540000,4,7,4,Izquierda
34,750000,5,4,8,Centro
55,2510000,5,5,6,Centro
57,1570000,4,4,2,Izquierda
50,1320000,8,4,7,Derecha
33,3960000,7,8,7,Centro
67,870000,6,5,5,Derecha
18,2080000,4,4,4,Derecha
50,1340000,3,3,5,Centro
57,670000,7,5,6,Derecha
62,3440000,9,3,10,Derecha
72,400000,8,1,6,Derecha
44,2230000,6,6,8,Derecha
36,480000,6,8,6,Centro
45,800000,6,4,7,Centro
18,1090000,6,3,6,Centro
27,350000,7,7,7,Derecha
85,2970000,7,5,8,Derecha
32,1860000,8,2,5,Derecha
30,770000,2,5,7,Derecha
18,610000,4,5,1,Centro
41,770000,8,5,9,Derecha
51,1080000,8,7,8,Centro
40,1230000,5,7,7,Centro
29,880000,6,4,5,Derecha
44,2090000,8,1,4,Derecha
43,720000,7,4,6,Derecha
48,3610000,4,4,7,Centro
20,1040000,9,4,6,Derecha
47,600000,2,5,7,Izquierda
34,3520000,6,5,5,Izquierda
38,1480000,4,5,6,Centro
39,2280000,5,7,2,Izquierda
45,480000,2,6,1,Izquierda
51,530000,5,4,3,Izquierda
48,3640000,5,6,7,Derecha
56,1280000,4,6,7,Derecha
43,1030000,1,8,6,Izquierda
44,1660000,3,7,4,Izquierda
35,480000,5,6,7,Centro
32,760000,7,6,4,Izquierda
41,900000,10,2,8,Derecha
48,1740000,7,4,7,Derecha
37,1110000,3,9,4,Izquierda
39,2060000,5,7,7,Izquierda
20,1320000,9,7,9,Centro
39,580000,9,5,8,Derecha
46,470000,3,3,5,Derecha
56,1310000,6,7,8,Derecha
34,1020000,9,4,7,Derecha
36,3410000,6,6,7,Derecha
52,460000,8,4,5,Derecha
48,950000,6,4,4,Centro
57,2120000,8,2,9,Derecha
42,890000,7,3,6,Centro
22,2410000,5,6,4,Centro
38,2810000,2,7,2,Izquierda
49,750000,6,6,4,Izquierda
28,2100000,5,6,4,Izquierda
37,1620000,3,6,4,Izquierda
57,870000,5,9,3,Izquierda
41,1790000,4,6,7,Centro
18,760000,7,5,2,Centro
43,1010000,4,6,5,Izquierda
39,1200000,7,6,4,Centro
31,1950000,3,6,10,Centro
38,1340000,4,5,3,Izquierda
38,430000,1,6,6,Izquierda
61,1680000,7,4,2,Centro
56,650000,4,6,3,Izquierda
21,1600000,8,4,6,Derecha
41,950000,5,7,2,Izquierda
35,1030000,4,7,4,Centro
18,1010000,5,7,4,Centro
70,1770000,2,9,5,Izquierda
62,740000,5,4,3,Derecha
51,2420000,7,3,4,Derecha
52,1950000,4,8,3,Izquierda
34,740000,9,3,5,Derecha
57,1520000,2,7,5,Izquierda
56,1110000,4,8,5,Izquierda
36,1560000,5,6,6,Izquierda
32,880000,5,9,6,Izquierda
54,1000000,7,4,4,Centro
61,670000,2,8,6,Izquierda
39,540000,4,4,4,Centro
44,530000,7,6,5,Derecha
23,4610000,2,4,4,Izquierda
50,1650000,6,5,4,Derecha
31,3390000,3,4,4,Izquierda
36,1540000,9,4,10,Derecha
18,1550000,4,9,4,Izquierda
49,1750000,6,6,6,Izquierda
24,510000,7,5,4,Centro
47,1320000,7,2,10,Derecha
36,4460000,5,7,5,Centro
45,2090000,6,5,7,Centro
36,770000,8,3,5,Derecha
18,500000,9,3,8,Derecha
46,1020000,5,7,10,Centro
70,2340000,4,3,5,Centro
18,540000,4,7,6,Izquierda
46,4130000,3,8,7,Centro
55,1190000,9,6,5,Derecha
42,770000,6,6,6,Centro
68,780000,3,7,7,Centro
51,790000,6,1,3,Centro
18,380000,4,4,6,Centro
78,350000,5,6,6,Centro
33,1010000,5,9,2,Izquierda
45,1870000,5,6,7,Izquierda
18,850000,7,7,7,Centro
27,1210000,4,6,4,Centro
43,2310000,5,5,7,Izquierda
52,1060000,4,2,6,Derecha
29,1300000,6,4,3,Derecha
43,630000,7,6,5,Derecha
40,3510000,4,8,6,Izquierda
61,1230000,6,6,4,Derecha
76,2140000,7,3,8,Derecha
48,3620000,5,5,3,Centro
57,710000,9,7,8,Derecha
41,770000,4,5,6,Centro
23,1390000,6,6,3,Centro
50,3320000,5,7,5,Derecha
69,480000,5,3,5,Derecha
65,1710000,6,5,5,Derecha
48,3550000,6,4,7,Derecha
44,640000,7,7,7,Derecha
74,1020000,6,3,8,Derecha
29,1280000,5,5,4,Izquierda
46,420000,6,3,4,Derecha
44,1220000,5,3,5,Derecha
56,830000,8,2,8,Derecha
58,2260000,6,3,4,Derecha
30,800000,6,4,5,Centro
42,350000,6,4,6,Derecha
57,500000,9,5,3,Centro
30,2100000,7,3,9,Derecha
26,460000,6,7,5,Izquierda
29,800000,3,8,1,Izquierda
53,1280000,3,10,4,Izquierda
18,2420000,4,6,2,Centro
62,1140000,9,4,7,Derecha
49,1990000,7,4,5,Derecha
41,990000,6,8,8,Centro
32,1370000,4,4,5,Derecha
51,1490000,7,4,5,Centro
23,860000,5,5,7,Centro
45,1980000,4,6,3,Izquierda
57,580000,7,5,4,Centro
31,890000,4,6,8,Izquierda
49,3780000,5,7,6,Centro
47,1130000,8,1,9,Derecha
38,990000,9,5,3,Derecha
25,1800000,7,5,7,Centro
47,460000,6,4,3,Izquierda
54,3660000,4,6,4,Centro
63,4840000,6,9,5,Centro
33,1170000,6,4,6,Derecha
36,730000,3,5,6,Centro
31,2490000,5,3,5,Derecha
33,1160000,5,1,5,Derecha
47,1120000,7,1,5,Derecha
42,1090000,7,5,4,Izquierda
43,900000,9,2,6,Derecha
40,1230000,7,9,9,Centro
34,690000,2,6,7,Izquierda
31,1280000,3,5,6,Izquierda
52,380000,7,5,8,Derecha
40,5500000,4,7,6,Izquierda
41,1380000,1,6,5,Izquierda
35,1550000,8,5,6,Derecha
50,640000,6,4,7,Centro
39,900000,3,6,6,Izquierda
35,950000,8,4,8,Centro
41,1060000,7,8,4,Izquierda
49,1650000,6,6,4,Centro
85,850000,4,6,5,Centro
40,4020000,3,6,2,Izquierda
38,780000,9,7,5,Centro
43,650000,6,7,6,Derecha
49,5500000,6,5,6,Centro
28,2410000,6,5,2,Centro
51,1160000,6,7,5,Izquierda
40,650000,6,4,6,Centro
67,710000,7,4,8,Derecha
65,690000,2,5,6,Centro
36,740000,4,7,6,Izquierda
73,3140000,7,4,7,Derecha
38,2470000,6,4,8,Derecha
45,920000,6,4,7,Centro
66,610000,7,5,5,Derecha
55,2180000,6,7,4,Centro
39,550000,2,7,8,Izquierda
58,1270000,7,3,5,Centro
57,2200000,4,10,10,Centro
28,350000,2,4,3,Izquierda
61,4810000,5,5,7,Derecha
46,350000,4,4,6,Derecha
36,590000,3,5,2,Izquierda
25,1070000,4,8,6,Izquierda
69,2180000,7,4,6,Centro
44,470000,6,1,6,Derecha
44,630000,5,6,5,Centro
35,1210000,4,5,5,Centro
47,1240000,6,4,3,Centro
22,770000,8,5,6,Derecha
30,940000,3,8,1,Izquierda
18,850000,5,9,7,Izquierda
47,1970000,7,7,7,Centro
40,1550000,5,2,7,Derecha
18,1080000,7,5,7,Centro
54,830000,9,4,7,Derecha
18,1270000,7,6,3,Centro
46,1470000,7,7,4,Izquierda
55,1280000,9,6,4,Centro
51,1240000,5,6,5,Izquierda
45,2100000,8,3,4,Derecha
41,1850000,7,3,6,Derecha
48,910000,6,5,7,Centro
54,840000,3,5,4,Izquierda
37,670000,4,8,4,Izquierda
53,600000,7,5,4,Derecha
62,3090000,7,1,4,Derecha
32,1060000,3,10,4,Izquierda
31,370000,7,4,6,Derecha
53,2760000,4,6,4,Centro
50,4250000,7,4,5,Derecha
34,410000,6,5,7,Centro
26,750000,6,8,5,Centro
18,5500000,5,4,4,Izquierda
56,1480000,7,9,3,Centro
21,450000,1,5,1,Izquierda
34,550000,5,4,2,Centro
29,620000,5,5,6,Derecha
38,630000,2,5,6,Izquierda
18,2330000,6,5,4,Centro
50,1140000,10,5,5,Derecha
47,1010000,2,6,2,Izquierda
50,2210000,3,3,7,Centro
29,1000000,1,10,3,Izquierda
24,2490000,7,6,6,Centro
57,750000,1,8,4,Izquierda
62,810000,7,6,7,Centro
22,730000,8,4,8,Derecha
46,690000,7,8,4,Centro
18,1000000,5,9,4,Izquierda
71,4330000,6,4,4,Centro
42,1870000,4,6,3,Derecha
49,1990000,4,3,8,Centro
45,380000,6,7,7,Centro
62,1220000,7,4,3,Derecha
28,1960000,7,4,5,Derecha
42,1130000,4,6,3,Izquierda
65,480000,5,2,5,Derecha
49,1330000,9,5,5,Derecha
45,2000000,5,7,3,Centro
35,470000,6,6,7,Centro
63,2310000,3,6,6,Centro
47,1260000,6,7,8,Centro
55,1240000,5,4,7,Derecha
58,1440000,7,4,10,Derecha
40,730000,2,5,3,Centro
53,2870000,5,7,7,Izquierda
48,670000,4,5,3,Centro
34,850000,7,7,10,Derecha
27,3430000,6,6,8,Izquierda
44,920000,4,3,3,Derecha
29,1050000,7,1,5,Centro
58,920000,6,2,5,Derecha
45,620000,7,3,1,Centro
64,350000,9,5,8,Derecha
44,1060000,5,10,4,Izquierda
60,1110000,4,7,8,Centro
56,1540000,7,7,6,Centro
47,1950000,4,3,2,Derecha
31,810000,5,9,6,Izquierda
40,1060000,10,3,7,Derecha
34,350000,6,5,4,Centro
41,1030000,6,7,4,Izquierda
52,5500000,4,6,5,Centro
49,1990000,4,6,7,Centro
50,1140000,7,6,10,Centro
67,1530000,4,6,5,Centro
30,1120000,5,4,7,Centro
27,1200000,5,2,6,Derecha
50,1200000,6,5,3,Derecha
36,3720000,1,10,7,Izquierda
61,990000,3,8,5,Izquierda
53,1680000,3,3,4,Izquierda
54,600000,9,4,8,Centro
52,1180000,5,7,6,Centro
59,820000,5,6,6,Centro
22,460000,7,4,2,Centro
52,960000,6,8,9,Izquierda
26,2220000,3,8,8,Izquierda
44,570000,7,7,5,Centro
40,590000,3,8,3,Centro
43,1070000,6,4,5,Centro
42,1290000,5,5,9,Centro
41,1690000,5,2,7,Centro
41,5500000,5,9,3,Izquierda
39,1930000,4,6,8,Centro
57,1690000,4,5,4,Izquierda
25,2070000,4,5,5,Centro
42,720000,5,4,6,Izquierda
67,710000,6,7,5,Derecha
34,1270000,8,3,6,Centro
59,3040000,8,5,4,Centro
29,610000,5,5,10,Derecha
57,2070000,8,4,7,Derecha
60,610000,4,9,5,Izquierda
34,470000,5,5,3,Centro
47,800000,8,6,7,Derecha
42,570000,5,5,2,Izquierda
40,2510000,9,5,8,Derecha
48,950000,6,5,4,Centro
73,2340000,5,4,3,Centro
37,1730000,3,9,7,Izquierda
40,1380000,1,7,5,Izquierda
70,410000,7,7,7,Centro
26,1800000,5,5,8,Centro
74,1230000,5,5,5,Derecha
51,730000,6,2,6,Derecha
51,1320000,8,4,5,Derecha
18,820000,3,4,4,Izquierda
53,500000,4,4,2,Izquierda
66,1500000,7,6,8,Derecha
30,1070000,1,6,1,Izquierda
43,690000,6,6,6,Centro
25,1060000,5,4,5,Centro
40,1320000,4,4,6,Izquierda
54,350000,6,3,9,Derecha
32,630000,5,6,1,Izquierda
48,1730000,8,3,7,Derecha
54,2230000,4,7,5,Centro
51,890000,3,9,5,Izquierda
56,3840000,4,8,6,Izquierda
50,2080000,7,4,4,Centro
18,890000,9,7,5,Derecha
39,350000,8,4,6,Derecha
40,2340000,4,3,4,Centro
34,580000,5,6,3,Centro
20,510000,5,8,1,Izquierda
56,670000,6,6,8,Derecha
33,1310000,4,5,6,Izquierda
56,350000,8,5,5,Derecha
18,630000,7,4,5,Centro
33,2300000,5,4,9,Derecha
47,860000,8,3,8,Derecha
57,1640000,7,1,4,Derecha
50,3710000,7,3,5,Derecha
46,1480000,5,5,7,Derecha
41,670000,7,5,7,Derecha
18,3990000,7,2,4,Derecha
55,1140000,2,9,5,Izquierda
39,1220000,8,5,9,Derecha
29,870000,5,6,3,Centro
45,1060000,3,7,5,Centro
49,1620000,7,5,4,Izquierda
29,650000,5,5,4,Centro
56,620000,6,5,7,Centro
38,1110000,7,6,6,Centro
36,1220000,8,4,3,Derecha
18,1830000,6,5,4,Centro
65,1920000,7,2,8,Derecha
30,2470000,3,5,6,Centro
25,1260000,5,5,3,Izquierda
49,3200000,5,8,3,Izquierda
57,800000,4,6,6,Derecha
28,760000,4,8,2,Izquierda
18,3070000,10,5,6,Derecha
74,380000,6,6,7,Izquierda
39,690000,5,8,4,Izquierda
29,610000,9,3,4,Derecha
28,1690000,6,4,4,Centro
35,970000,7,6,4,Derecha
39,1630000,2,4,9,Centro
45,360000,5,7,3,Izquierda
33,890000,5,4,1,Centro
31,680000,8,4,7,Centro
22,840000,8,6,7,Centro
36,780000,6,5,5,Centro
28,840000,7,6,5,Derecha
47,720000,1,4,2,Centro
26,1780000,6,3,5,Derecha
47,1690000,6,3,7,Centro
34,750000,6,3,7,Centro
74,350000,4,5,4,Izquierda
64,1470000,2,8,3,Izquierda
64,1810000,4,6,4,Izquierda
27,700000,6,5,9,Derecha
25,820000,5,2,7,Derecha
54,1030000,6,6,7,Derecha
52,1210000,5,7,6,Centro
33,1200000,7,6,6,Izquierda
18,2600000,7,6,6,Centro
19,1880000,9,4,5,Derecha
58,1440000,5,5,5,Centro
40,400000,6,5,2,Centro
63,1430000,6,5,6,Centro
29,800000,5,6,1,Izquierda
42,1570000,6,8,6,Izquierda
46,1610000,8,4,8,Derecha
56,2450000,5,6,6,Centro
42,1770000,6,4,5,Derecha
24,1090000,5,2,4,Centro
42,1160000,9,3,5,Derecha
46,1030000,7,4,5,Derecha
56,970000,3,6,5,Izquierda
50,570000,2,7,5,Izquierda
57,2330000,6,3,5,Derecha
42,1470000,7,5,4,Centro
39,780000,5,8,6,Izquierda
57,540000,4,5,6,Centro
65,5500000,6,7,7,Derecha
44,800000,6,7,7,Izquierda
46,350000,7,3,2,Derecha
29,1030000,6,4,4,Centro
35,610000,2,5,6,Izquierda
40,1450000,7,6,7,Centro
23,1280000,9,6,8,Centro
43,1700000,7,6,7,Centro
46,1420000,9,4,6,Derecha
56,830000,6,1,7,Derecha
41,1670000,7,6,3,Centro
42,2790000,3,6,4,Izquierda
29,1810000,4,7,3,Izquierda
39,1260000,7,9,5,Izquierda
43,1020000,5,6,8,Derecha
25,350000,4,8,7,Izquierda
58,1100000,5,8,5,Derecha
18,1830000,9,4,6,Derecha
48,850000,1,7,5,Izquierda
37,2010000,4,7,8,Centro
53,500000,6,7,5,Centro
55,440000,8,1,6,Derecha
45,3260000,4,4,7,Derecha
68,1020000,5,4,10,Centro
72,2060000,5,5,1,Centro
56,1190000,3,5,4,Izquierda
51,1930000,8,6,7,Derecha
50,1380000,6,4,5,Derecha
52,680000,6,4,1,Izquierda
50,3030000,7,7,5,Centro
61,1250000,2,6,5,Izquierda
30,1690000,7,4,6,Centro
42,1060000,7,3,7,Derecha
18,1060000,5,7,4,Izquierda
42,2530000,6,7,6,Izquierda
46,430000,2,6,7,Izquierda
63,1540000,7,6,4,Centro
55,2320000,1,7,6,Centro
62,1040000,5,5,6,Centro
50,2100000,5,4,8,Centro
37,2080000,5,8,3,Centro
47,920000,6,6,9,Centro
28,910000,7,4,4,Izquierda
60,1500000,6,6,4,Centro
50,1270000,9,3,6,Centro
41,800000,5,4,7,Derecha
46,1060000,6,5,5,Centro
37,350000,4,7,1,Izquierda
47,1550000,8,5,8,Derecha
53,1250000,5,8,5,Izquierda
59,1290000,7,6,5,Derecha
62,350000,3,8,3,Izquierda
61,500000,8,3,5,Centro
42,810000,10,2,6,Derecha
29,1900000,7,4,6,Centro
20,1160000,1,6,6,Izquierda
21,1050000,8,3,2,Centro
36,2160000,7,4,6,Derecha
43,680000,3,3,4,Centro
49,660000,5,8,3,Izquierda
18,570000,5,3,4,Derecha
49,2510000,5,8,4,Centro
57,2880000,6,7,8,Centro
35,1900000,5,7,5,Izquierda
60,2470000,5,7,5,Izquierda
48,1320000,4,6,8,Centro
34,1990000,5,6,2,Derecha
68,2100000,6,4,5,Derecha
42,350000,7,3,5,Derecha
44,1040000,4,8,9,Izquierda
24,1000000,6,5,10,Derecha
37,2130000,1,7,7,Izquierda
38,1100000,4,6,5,Centro
49,590000,4,5,5,Centro
39,350000,8,5,8,Derecha
28,1520000,3,7,5,Izquierda
25,2070000,9,2,4,Derecha
59,3460000,6,5,7,Centro
58,480000,6,7,6,Derecha
28,2000000,4,6,5,Izquierda
33,700000,4,7,8,Centro
46,740000,6,4,4,Centro
26,1130000,6,8,6,Centro
54,710000,8,6,9,Derecha
18,1720000,3,4,4,Centro
43,680000,6,7,7,Centro
40,1100000,7,5,5,Centro
19,870000,4,6,1,Izquierda
52,990000,9,1,10,Derecha
30,1180000,7,6,7,Centro
43,1020000,5,7,4,Derecha
57,820000,4,8,5,Izquierda
29,870000,5,5,3,Centro
26,620000,5,7,3,Izquierda
18,810000,6,6,6,Izquierda
62,790000,7,3,7,Derecha
54,1630000,7,3,6,Derecha
32,1430000,6,4,6,Centro
54,850000,6,7,5,Centro
56,1290000,8,1,4,Derecha
60,1300000,8,5,5,Derecha
52,1330000,5,6,6,Izquierda
44,1130000,7,6,8,Centro
31,780000,4,5,8,Derecha
50,860000,5,5,10,Derecha
43,1060000,9,3,3,Derecha
51,2550000,7,4,4,Centro
18,1220000,5,3,5,Derecha
40,2540000,8,5,5,Centro
23,2560000,4,5,4,Centro
27,750000,3,7,3,Izquierda
59,1500000,3,5,1,Izquierda
42,1230000,3,6,8,Derecha
22,750000,6,3,5,Derecha
38,710000,5,5,7,Centro
62,1730000,4,8,5,Centro
26,1420000,4,6,2,Centro
63,3600000,6,2,8,Derecha
67,880000,2,6,4,Centro
59,1220000,6,5,6,Centro
19,1160000,8,6,5,Centro
42,2360000,6,6,5,Centro
35,1260000,6,7,8,Izquierda
40,640000,9,1,5,Derecha
39,1370000,8,6,6,Centro
39,1410000,3,5,1,Izquierda
65,350000,7,3,7,Derecha
32,2680000,7,6,5,Centro
56,1450000,6,7,6,Centro
29,850000,7,5,7,Centro
45,2270000,3,7,2,Izquierda
40,2330000,7,5,7,Centro
37,440000,2,6,7,Centro
33,510000,5,6,6,Centro
53,1430000,2,6,1,Centro
23,2070000,2,7,1,Izquierda
62,970000,6,4,7,Derecha
22,470000,7,4,6,Derecha
38,2820000,5,3,5,Derecha
56,1160000,8,3,9,Derecha
73,1790000,7,5,4,Centro
41,2280000,6,4,7,Derecha
42,620000,5,10,5,Izquierda
53,570000,3,10,1,Izquierda
27,1920000,4,10,2,Izquierda
24,440000,5,8,6,Izquierda
61,1390000,3,5,4,Izquierda
34,1020000,6,5,4,Centro
18,930000,2,9,5,Izquierda
47,580000,9,3,6,Centro
43,2120000,4,7,6,Izquierda
78,860000,5,5,3,Centro
45,2690000,5,5,6,Derecha
62,1020000,4,5,7,Izquierda
36,810000,5,4,5,Centro
61,580000,6,4,6,Derecha
37,1810000,9,6,7,Derecha
62,720000,8,3,4,Derecha
44,3320000,8,5,6,Centro
54,480000,4,9,4,Centro
31,1110000,6,4,7,Derecha
53,1220000,8,4,7,Derecha
62,5500000,3,9,3,Centro
43,570000,2,7,2,Izquierda
46,940000,7,3,6,Derecha
77,890000,3,6,5,Izquierda
24,410000,2,6,4,Izquierda
43,600000,5,6,8,Centro
18,380000,7,4,5,Centro
43,1070000,3,5,5,Izquierda
50,860000,5,6,5,Derecha
46,1730000,5,7,6,Izquierda
56,640000,7,6,6,Derecha
44,350000,4,7,7,Izquierda
58,460000,7,4,7,Derecha
36,1880000,9,1,10,Derecha
47,2010000,7,3,4,Derecha
39,1880000,6,5,6,Derecha
32,1140000,10,8,5,Centro
41,1720000,5,9,8,Izquierda
32,1240000,7,5,10,Centro
51,1210000,6,4,4,Centro
18,1540000,4,6,5,Izquierda
45,1050000,5,3,7,Centro
25,1120000,9,3,7,Derecha
53,570000,4,6,5,Derecha
22,1300000,5,7,6,Centro
59,710000,1,8,4,Izquierda
44,2710000,7,4,6,Derecha
61,3660000,5,8,5,Izquierda
54,1010000,5,5,5,Izquierda
18,650000,3,5,2,Izquierda
53,2340000,3,6,1,Centro
32,3700000,7,7,7,Centro
39,1350000,6,7,6,Derecha
55,350000,8,2,5,Derecha
47,2200000,6,6,7,Izquierda
18,1640000,7,9,7,Centro
48,1230000,7,3,9,Derecha
25,4530000,10,2,3,Derecha
27,1070000,7,5,5,Centro
41,870000,5,5,8,Centro
19,2070000,3,6,9,Izquierda
44,1250000,5,8,5,Izquierda
18,350000,8,8,4,Centro
61,2160000,7,6,9,Derecha
65,1070000,4,5,1,Izquierda
50,610000,5,7,6,Izquierda
27,1120000,3,9,6,Izquierda
38,1870000,5,5,6,Izquierda
42,3210000,3,10,5,Izquierda
49,800000,5,9,5,Izquierda
60,1030000,7,4,4,Centro
30,750000,5,5,7,Derecha
44,1190000,4,6,8,Izquierda
30,370000,7,5,10,Derecha
18,1890000,3,7,6,Centro
62,670000,4,6,5,Derecha
50,2000000,6,3,9,Derecha
39,990000,4,6,6,Centro
43,710000,6,6,5,Izquierda
18,1710000,7,6,5,Derecha
64,1340000,5,6,2,Centro
64,510000,6,8,1,Izquierda
60,1640000,7,5,8,Derecha
71,2260000,4,8,5,Izquierda
43,350000,4,8,2,Izquierda
21,690000,5,5,7,Centro
44,690000,6,4,4,Izquierda
46,1930000,3,4,4,Izquierda
60,1290000,4,6,5,Centro
32,1850000,3,7,6,Izquierda
61,1180000,4,7,1,Izquierda
45,560000,5,5,7,Centro
20,450000,5,5,5,Derecha
27,1410000,4,3,7,Centro
52,3240000,9,2,8,Derecha
65,410000,5,6,6,Centro
45,910000,6,2,5,Derecha
55,640000,4,3,7,Derecha
39,1180000,5,3,1,Izquierda
34,380000,6,6,1,Izquierda
35,700000,6,6,2,Izquierda
19,570000,7,3,6,Derecha
43,940000,7,8,7,Centro
47,930000,6,3,4,Derecha
34,1430000,7,7,6,Centro
55,350000,4,6,6,Izquierda
34,500000,5,6,5,Izquierda
32,890000,3,7,5,Izquierda
39,450000,5,7,5,Izquierda
66,1270000,5,7,7,Centro
26,350000,4,6,4,Centro
40,1880000,5,7,7,Derecha
29,2320000,5,4,5,Izquierda
38,2300000,7,7,2,Izquierda
38,680000,4,2,7,Derecha
48,690000,10,1,5,Derecha
50,2940000,5,1,5,Derecha
77,1290000,6,4,8,Centro
46,4030000,4,6,3,Izquierda
33,720000,9,3,7,Derecha
44,1380000,7,3,5,Derecha
50,890000,5,4,5,Derecha
27,350000,3,4,3,Centro
47,1070000,1,6,2,Izquierda
42,800000,4,10,1,Izquierda
28,2070000,5,4,4,Centro
53,750000,5,5,3,Centro
55,540000,10,2,4,Derecha
55,4740000,7,3,8,Derecha
38,1660000,5,5,6,Centro
50,690000,4,5,5,Centro
33,1090000,3,8,5,Centro
55,1280000,8,3,4,Derecha
31,1060000,7,4,7,Derecha
56,1110000,3,6,4,Izquierda
53,1220000,6,5,6,Derecha
57,1690000,8,4,4,Centro
59,1510000,4,8,7,Izquierda
27,1200000,7,4,3,Izquierda
42,2730000,1,6,3,Izquierda
41,1320000,5,3,7,Derecha
62,5220000,5,3,4,Derecha
45,2170000,3,8,7,Izquierda
61,750000,7,6,6,Derecha
65,1150000,8,3,3,Derecha
31,660000,5,7,6,Izquierda
29,690000,3,4,3,Izquierda
18,1790000,5,5,7,Derecha
30,900000,9,1,5,Derecha
56,990000,6,5,7,Derecha
54,2920000,8,4,8,Derecha
25,2490000,4,5,2,Izquierda
57,2010000,2,8,3,Izquierda
28,2860000,2,9,6,Izquierda
33,750000,4,2,6,Derecha
39,1190000,3,5,6,Centro
44,390000,8,10,5,Centro
67,2550000,3,8,6,Izquierda
61,1200000,8,3,10,Derecha
36,850000,4,7,5,Izquierda
45,3640000,4,4,8,Derecha
53,1670000,9,5,8,Derecha
39,1050000,7,3,6,Derecha
37,350000,7,3,5,Derecha
24,2000000,8,4,10,Derecha
18,1350000,3,7,3,Izquierda
37,730000,5,7,4,Centro
35,1030000,3,7,3,Izquierda
44,1320000,5,5,7,Derecha
60,5130000,5,5,4,Centro
52,1990000,7,3,7,Derecha
67,2070000,5,5,3,Centro
61,370000,5,7,6,Centro
67,760000,7,6,4,Derecha
49,1330000,7,9,5,Centro
68,1180000,7,2,7,Derecha
53,1890000,4,8,7,Izquierda
35,780000,5,7,6,Izquierda
18,1830000,5,3,6,Centro
34,1020000,3,6,4,Izquierda
35,420000,4,5,3,Centro
36,2670000,3,7,2,Izquierda
76,1000000,6,5,5,Derecha
36,1850000,5,7,4,Centro
37,1980000,8,3,4,Derecha
44,3520000,5,5,5,Izquierda
85,760000,4,6,5,Centro
37,3190000,7,7,2,Centro
64,1030000,4,9,5,Izquierda
18,2460000,5,6,5,Izquierda
53,1130000,3,7,5,Izquierda
33,720000,6,6,2,Izquierda
45,530000,7,7,8,Izquierda
56,1590000,7,6,5,Derecha
28,550000,8,3,3,Derecha
34,3970000,6,5,7,Centro
85,430000,8,8,6,Centro
73,860000,6,4,6,Derecha
23,2070000,6,5,5,Centro
49,3180000,5,8,7,Centro
44,3220000,7,4,5,Derecha
36,1510000,2,9,7,Izquierda
48,350000,9,3,6,Derecha
28,420000,4,5,6,Centro
54,3650000,7,5,5,Derecha
41,1180000,4,6,3,Izquierda
53,1650000,4,8,2,Izquierda
61,1980000,5,7,7,Centro
28,3450000,6,4,5,Centro
29,1150000,5,6,5,Centro
32,5500000,5,7,4,Centro
53,880000,6,7,6,Derecha
42,370000,5,5,7,Centro
72,370000,7,6,8,Derecha
